ID_REF,mean_PE,mean_nonPE,log2FC,abs_log2FC
ILMN_1657254,5.504183888869565,5.498773385189188,0.005410503680376877,0.005410503680376877
ILMN_1657265,5.675055174739129,5.664742816162163,0.010312358576966218,0.010312358576966218
ILMN_1657266,5.23748688373913,5.279601842891892,-0.04211495915276142,0.04211495915276142
ILMN_1657273,6.54251772326087,6.728525851378379,-0.18600812811750878,0.18600812811750878
ILMN_1657274,5.413670245130436,5.422982087540541,-0.00931184241010552,0.00931184241010552
ILMN_1657278,5.875645679217392,5.831248781054054,0.04439689816333825,0.04439689816333825
ILMN_1657279,5.571863902782609,5.582967715378377,-0.01110381259576787,0.01110381259576787
ILMN_1657283,10.716888708695652,10.767365195189189,-0.050476486493536754,0.050476486493536754
ILMN_1657285,5.630056700347825,5.593212357837838,0.036844342509986916,0.036844342509986916
ILMN_1657286,5.519077929608695,5.497547108324324,0.02153082128437145,0.02153082128437145
ILMN_1657295,5.576240175782608,5.564545921594593,0.011694254188014952,0.011694254188014952
ILMN_1657297,5.5665424052608685,5.6219924749729735,-0.05545006971210498,0.05545006971210498
ILMN_1657302,5.469182473999998,5.480020967162162,-0.010838493162163232,0.010838493162163232
ILMN_1657307,5.532401167869566,5.516291855513515,0.016109312356051397,0.016109312356051397
ILMN_1657312,5.617650390130435,5.623644584432432,-0.005994194301996991,0.005994194301996991
ILMN_1657316,5.468945814304348,5.477848169540541,-0.008902355236193316,0.008902355236193316
ILMN_1657317,6.386734999521739,6.322574398891891,0.06416060062984741,0.06416060062984741
ILMN_1657332,7.300261955782609,7.359659650540541,-0.059397694757931774,0.059397694757931774
ILMN_1657334,5.636837653217391,5.668827772891893,-0.03199011967450183,0.03199011967450183
ILMN_1657340,5.6169644658695645,5.634834153162162,-0.01786968729259719,0.01786968729259719
ILMN_1657344,5.847457010043479,5.818158574864866,0.02929843517861297,0.02929843517861297
ILMN_1657347,5.939817325739132,5.87813568972973,0.061681636009402574,0.061681636009402574
ILMN_1657348,6.472792721869565,6.453783669945946,0.01900905192361879,0.01900905192361879
ILMN_1657349,5.551994054826087,5.515159878054053,0.036834176772034155,0.036834176772034155
ILMN_1657358,5.5498535167826075,5.556545055648649,-0.006691538866041569,0.006691538866041569
ILMN_1657361,7.39721102252174,7.269617034054054,0.12759398846768555,0.12759398846768555
ILMN_1657373,8.151959017826087,8.089621991108107,0.06233702671798014,0.06233702671798014
ILMN_1657374,5.4827820578695645,5.485589914162162,-0.0028078562925974992,0.0028078562925974992
ILMN_1657375,6.7200170205652165,6.960182428891892,-0.24016540832667577,0.24016540832667577
ILMN_1657378,5.776265715086957,5.716553133108108,0.05971258197884932,0.05971258197884932
ILMN_1657381,5.854518705782608,5.877449749459458,-0.022931043676850393,0.022931043676850393
ILMN_1657395,8.246676319173915,8.14172715918919,0.10494915998472543,0.10494915998472543
ILMN_1657398,5.883923173304348,5.870174912405406,0.0137482608989421,0.0137482608989421
ILMN_1657402,5.5883941966086965,5.5679634913513505,0.020430705257346027,0.020430705257346027
ILMN_1657405,6.706542239391306,6.632950162540541,0.07359207685076452,0.07359207685076452
ILMN_1657409,5.935995055391304,5.766261597486485,0.16973345790481886,0.16973345790481886
ILMN_1657417,7.276088503782609,7.386263181486487,-0.11017467770387768,0.11017467770387768
ILMN_1657421,5.631058362173913,5.582279618270272,0.04877874390364134,0.04877874390364134
ILMN_1657423,7.753237620478261,8.281244683459459,-0.5280070629811977,0.5280070629811977
ILMN_1657429,6.214971934695652,6.2553714932972975,-0.04039955860164568,0.04039955860164568
ILMN_1657435,5.769111739391304,5.789838918513513,-0.02072717912220856,0.02072717912220856
ILMN_1657436,6.113846508826088,6.072744134432432,0.04110237439365516,0.04110237439365516
ILMN_1657440,5.571049586565218,5.532274816081079,0.0387747704841388,0.0387747704841388
ILMN_1657442,5.605394136304347,5.533398378918918,0.0719957573854293,0.0719957573854293
ILMN_1657443,5.77441028173913,5.809183189486486,-0.03477290774735575,0.03477290774735575
ILMN_1657446,7.95880347295652,8.057654678324324,-0.09885120536780434,0.09885120536780434
ILMN_1657451,6.077801752043481,6.066605976297297,0.011195775746183578,0.011195775746183578
ILMN_1657455,5.964059663826086,6.016112215864864,-0.05205255203877801,0.05205255203877801
ILMN_1657470,7.733859245,7.681395055378378,0.052464189621622026,0.052464189621622026
ILMN_1657472,5.625557941260871,5.662446360756758,-0.03688841949588717,0.03688841949588717
ILMN_1657475,8.751188508869566,8.465158726675673,0.28602978219389286,0.28602978219389286
ILMN_1657476,5.534794299956522,5.549206007486488,-0.014411707529966122,0.014411707529966122
ILMN_1657478,5.963583612434782,6.037883105972971,-0.07429949353818888,0.07429949353818888
ILMN_1657483,7.907587714478262,8.035135024081082,-0.12754730960282057,0.12754730960282057
ILMN_1657486,5.9589540067826094,5.958940530108109,1.3476674500800812e-05,1.3476674500800812e-05
ILMN_1657495,9.51644768147826,9.394014283837842,0.1224333976404175,0.1224333976404175
ILMN_1657497,5.814436515782608,5.82648614254054,-0.012049626757931975,0.012049626757931975
ILMN_1657502,7.607612316826087,7.782930368324327,-0.1753180514982402,0.1753180514982402
ILMN_1657505,5.717413465391304,5.67841712189189,0.03899634349941383,0.03899634349941383
ILMN_1657509,6.510333310217391,6.386369178108109,0.1239641321092817,0.1239641321092817
ILMN_1657515,9.086398098608695,9.057767579081082,0.02863051952761353,0.02863051952761353
